,movieId,titulo_movie_lens,count_ratings
8104,100507,21 and Over (2013),4
8105,100527,Safe Haven (2013),1
8106,100553,Frozen Planet (2011),2
8107,100556,"Act of Killing, The (2012)",1
8108,100579,Universal Soldier: Day of Reckoning (2012),1
8109,100611,Escape from Planet Earth (2013),2
8110,100714,Before Midnight (2013),3
8111,100737,Snitch (2013),1
8112,100810,Dark Skies (2013),2
8113,100843,Oh Boy (A Coffee in Berlin) (2012),1
8114,100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),2
8115,100906,Maniac Cop 2 (1990),1
8116,101025,Jack the Giant Slayer (2013),5
8117,101070,Wadjda (2012),1
8118,101072,"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",1
8119,101074,"Legend of Sleepy Hollow, The (1949)",1
8120,101076,G.I. Joe: Retaliation (2013),3
8121,101088,Stoker (2013),2
8122,101112,Oz the Great and Powerful (2013),6
8123,101142,"Croods, The (2013)",9
8124,101283,"Incredible Burt Wonderstone, The (2013)",3
8125,101360,"Call, The (2013)",1
8126,101362,Olympus Has Fallen (2013),8
8127,101415,"First Time, The (2012)",2
8128,101423,Mezzo Forte (1998),1
8129,101525,"Place Beyond the Pines, The (2012)",5
8130,101529,"Brass Teapot, The (2012)",1
8131,101531,Phil Spector (2013),1
8132,101577,"Host, The (2013)",4
8133,101612,Admission (2013),4
8134,101739,Evil Dead (2013),2
8135,101741,Trance (2013),2
8136,101765,"Perfect Plan, A (Plan parfait, Un) (2012)",2
8137,101864,Oblivion (2013),20
8138,101884,Dark Tide (2012),1
8139,101895,42 (2013),1
8140,101962,Wolf Children (Okami kodomo no ame to yuki) (2012),4
8141,101973,Disconnect (2012),1
8142,102007,"Invincible Iron Man, The (2007)",1
8143,102025,Yongary: Monster from the Deep (1967),1
8144,102033,Pain & Gain (2013),5
8145,102058,Hulk Vs. (2009),1
8146,102066,Resolution (2012),1
8147,102070,Grabbers (2012),1
8148,102084,Justice League: Doom (2012) ,1
8149,102088,"Grandmaster, The (Yi dai zong shi) (2013)",1
8150,102123,This Is the End (2013),14
8151,102125,Iron Man 3 (2013),32
8152,102165,"English Teacher, The (2013)",1
8153,102194,Mud (2012),3
8154,102217,Bill Hicks: Revelations (1993),1
8155,102278,Pawn (2013),1
8156,102338,Shaolin Temple (Shao Lin si) (1976),1
8157,102378,Syrup (2013),2
8158,102407,"Great Gatsby, The (2013)",20
8159,102445,Star Trek Into Darkness (2013),27
8160,102481,"Internship, The (2013)",10
8161,102590,Darkon (2006),1
8162,102602,Mimino (1977),1
8163,102666,Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),1
8164,102684,Only God Forgives (2013),2
8165,102686,"Hangover Part III, The (2013)",8
8166,102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",7
8167,102720,Epic (2013),2
8168,102735,Captain America (1979),1
8169,102742,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),1
8170,102747,"Rink, The (1916)",1
8171,102749,Captain America II: Death Too Soon (1979),1
8172,102760,Down Terrace (2009),1
8173,102800,Frances Ha (2012),1
8174,102802,"Lords of Salem, The (2012)",1
8175,102819,Behind the Candelabra (2013),1
8176,102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),1
8177,102852,With Great Power: The Stan Lee Story (2012),1
8178,102880,After Earth (2013),2
8179,102903,Now You See Me (2013),22
8180,102984,Inhuman Resources (Redd Inc.) (2012),1
8181,102993,"Way, Way Back, The (2013)",4
8182,103027,Much Ado About Nothing (2012),1
8183,103042,Man of Steel (2013),22
8184,103048,"Kings of Summer, The (2013)",2
8185,103075,"Purge, The (2013)",4
8186,103085,Rapture-Palooza (2013),1
8187,103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),2
8188,103137,"Bling Ring, The (2013)",2
8189,103141,Monsters University (2013),16
8190,103171,Schlussmacher (2013),1
8191,103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),1
8192,103219,Maniac (2012),1
8193,103221,Not Suitable for Children (2012),1
8194,103228,Pacific Rim (2013),14
8195,103233,LEGO Batman: The Movie - DC Heroes Unite (2013),1
8196,103235,"Best Offer, The (Migliore offerta, La) (2013)",5
8197,103245,Adam and Eve (National Lampoon's Adam & Eve) (2005),1
8198,103249,World War Z (2013),19
8199,103253,Elysium (2013),16
8200,103335,Despicable Me 2 (2013),19
8201,103339,White House Down (2013),6
8202,103341,"World's End, The (2013)",18
8203,103366,Redemption (Hummingbird) (2013),1
8204,103372,"Heat, The (2013)",6
8205,103384,"Lone Ranger, The (2013)",7
8206,103449,Passion (2012),1
8207,103483,V/H/S/2 (2013),1
8208,103502,"Knot, The (2012)",1
8209,103539,The Spectacular Now (2013),2
8210,103543,"Lifeguard, The (2013)",2
8211,103596,Sharknado (2013),4
8212,103602,Craig Ferguson: I'm Here To Help (2013),1
8213,103606,Stuck in Love (2012),1
8214,103609,Class Act (1992),1
8215,103624,Fruitvale Station (2013),2
8216,103655,R.I.P.D. (2013),3
8217,103685,"Field in England, A (2013)",1
8218,103688,"Conjuring, The (2013)",7
8219,103755,Turbo (2013),1
8220,103772,"Wolverine, The (2013)",16
8221,103801,Drinking Buddies (2013),3
8222,103810,Red 2 (2013),5
8223,103819,Coffee Town (2013),2
8224,103865,Revenge for Jolly! (2012),1
8225,103883,2 Guns (2013),3
8226,103980,Blue Jasmine (2013),4
8227,103984,"Great Beauty, The (Grande Bellezza, La) (2013)",3
8228,104017,3 dev adam (Three Giant Men) (1973) ,1
8229,104069,Louis C.K.: Oh My God (2013),4
8230,104074,Percy Jackson: Sea of Monsters (2013),2
8231,104076,"Smurfs 2, The (2013)",4
8232,104078,Alan Partridge: Alpha Papa (2013),1
8233,104129,Man of Tai Chi (2013),2
8234,104141,Batman: Mystery of the Batwoman (2003),1
8235,104211,We're the Millers (2013),21
8236,104218,Grown Ups 2 (2013),5
8237,104241,Kick-Ass 2 (2013),11
8238,104243,Riddick (2013),5
8239,104245,Planes (2013),2
8240,104272,Blackfish (2013),2
8241,104283,"Wind Rises, The (Kaze tachinu) (2013)",3
8242,104303,Jobs (2013),3
8243,104337,Lee Daniels' The Butler (2013),1
8244,104339,In a World... (2013),2
8245,104374,About Time (2013),15
8246,104419,Justice League: Crisis on Two Earths (2010),2
8247,104457,You're Next (2011),2
8248,104644,Maria Bamford: The Special Special Special! (2012),1
8249,104760,Getaway (2013),1
8250,104780,"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",1
8251,104837,Rage of Honor (1987),1
8252,104841,Gravity (2013),32
8253,104863,What If (2013),3
8254,104875,"History of Future Folk, The (2012)",2
8255,104879,Prisoners (2013),16
8256,104906,Austenland (2013),3
8257,104908,Insidious: Chapter 2 (2013),2
8258,104913,Rush (2013),11
8259,104925,"Family, The (2013)",3
8260,104944,Short Term 12 (2013),2
8261,105020,Collision Course (1989),1
8262,105037,"To Do List, The (2013)",4
8263,105121,Inescapable (2012),1
8264,105197,Nebraska (2013),4
8265,105211,Enough Said (2013),2
8266,105213,Don Jon (2013),8
8267,105246,Mood Indigo (L'écume des jours) (2013),1
8268,105250,"Century of the Self, The (2002)",2
8269,105254,Crystal Fairy & the Magical Cactus and 2012 (2013),2
8270,105325,Bad Milo (Bad Milo!) (2013),1
8271,105351,Runner Runner (2013),2
8272,105355,Blue Is the Warmest Color (La vie d'Adèle) (2013),2
8273,105468,Cloudy with a Chance of Meatballs 2 (2013),2
8274,105504,Captain Phillips (2013),21
8275,105540,"All Dogs Christmas Carol, An (1998)",1
8276,105585,Machete Kills (Machete 2) (2013),2
8277,105593,Filth (2013),2
8278,105653,Escape Plan (2013),4
8279,105720,"Thief of Paris, The (Le voleur) (1967)",1
8280,105731,Carrie (2013),2
8281,105746,UnHung Hero (2013),1
8282,105755,"Counselor, The (2013)",1
8283,105801,Escape From Tomorrow (2013),1
8284,105835,"Double, The (2013)",1
8285,105844,12 Years a Slave (2013),16
8286,105954,All Is Lost (2013),4
8287,106002,Ender's Game (2013),16
8288,106062,Jackass Presents: Bad Grandpa (2013),2
8289,106072,Thor: The Dark World (2013),21
8290,106100,Dallas Buyers Club (2013),17
8291,106144,"Selfish Giant, The (2013)",1
8292,106330,Last Vegas (2013),2
8293,106438,Philomena (2013),2
8294,106441,"Book Thief, The (2013)",1
8295,106487,The Hunger Games: Catching Fire (2013),26
8296,106489,"Hobbit: The Desolation of Smaug, The (2013)",25
8297,106491,47 Ronin (2013),7
8298,106540,Delivery Man (2013),4
8299,106542,Charlie Countryman (2013),1
8300,106594,Red Flag (2012),1
8301,106642,"Day of the Doctor, The (2013)",7
8302,106648,Guilty of Romance (Koi no tsumi) (2011) ,1
8303,106696,Frozen (2013),29
8304,106766,Inside Llewyn Davis (2013),7
8305,106782,"Wolf of Wall Street, The (2013)",54
8306,106785,Homefront (2013),1
8307,106839,Mandela: Long Walk to Freedom (2013),2
8308,106873,Evangelion: 3.0 You Can (Not) Redo (2012),3
8309,106883,All is Bright (2013),1
8310,106889,Tim's Vermeer (2013),1
8311,106916,American Hustle (2013),16
8312,106918,"Secret Life of Walter Mitty, The (2013)",20
8313,106920,Her (2013),25
8314,106927,RoboGeisha (Robo-geisha) (2009),1
8315,107013,"Christmas Carol, A (1977)",1
8316,107069,Lone Survivor (2013),2
8317,107141,Saving Mr. Banks (2013),8
8318,107159,Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),1
8319,107314,Oldboy (2013),2
8320,107338,Dampfnudelblues (2013),1
8321,107348,Anchorman 2: The Legend Continues (2013),11
8322,107406,Snowpiercer (2013),21
8323,107408,Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),1
8324,107410,Guest from the Future (Gostya iz buduschego) (1985),1
8325,107412,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",1
8326,107436,Haunter (2013),1
8327,107447,Wrong Cops (2013),1
8328,107449,"Muppet Christmas: Letters to Santa, A (2008)",1
8329,107462,Ninja: Shadow of a Tear (2013),1
8330,107565,"Fuck You, Goethe (Fack Ju Göhte) (2013)",2
8331,107630,High School (2010),1
8332,107702,Grudge Match (2013),2
8333,107723,Highlander: The Search for Vengeance (2007),1
8334,107771,Only Lovers Left Alive (2013),1
8335,107780,Cats (1998),1
8336,107846,MacGyver: Trail to Doomsday (1994),1
8337,107945,Bad Karma (2012),1
8338,107951,Hunting Elephants (2013),1
8339,107953,Dragon Ball Z: Battle of Gods (2013),2
8340,107962,Freezer (2014),1
8341,107997,We Are What We Are (2013),2
8342,107999,Dragon ball Z 04: Lord Slug (1991),1
8343,108078,Chinese Puzzle (Casse-tête chinois) (2013),1
8344,108090,Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),1
8345,108156,Ride Along (2014),6
8346,108188,Jack Ryan: Shadow Recruit (2014),2
8347,108190,Divergent (2014),18
8348,108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007),1
8349,108540,Ernest & Célestine (Ernest et Célestine) (2012),1
8350,108601,Drift (2013),1
8351,108689,"I, Frankenstein (2014)",2
8352,108715,Better Living Through Chemistry (2014),1
8353,108727,Nymphomaniac: Volume I (2013),2
8354,108729,Enemy (2013),7
8355,108795,Wonder Woman (2009),1
8356,108928,"Monuments Men, The (2014)",6
8357,108932,The Lego Movie (2014),31
8358,108945,RoboCop (2014),6
8359,108949,"Art of the Steal, The (2013)",3
8360,108981,Nymphomaniac: Volume II (2013),1
8361,109042,Knights of Badassdom (2013),2
8362,109161,Venus in Fur (La Vénus à la fourrure) (2013),1
8363,109183,Date and Switch (2014),1
8364,109187,"Zero Theorem, The (2013)",3
8365,109191,Winter's Tale (2014),1
8366,109241,On the Other Side of the Tracks (De l'autre côté du périph) (2012),1
8367,109282,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),1
8368,109295,Cold Comes the Night (2013),1
8369,109313,Chouchou (2003),1
8370,109317,Someone Marry Barry (2014),1
8371,109372,About Last Night (2014),2
8372,109374,"Grand Budapest Hotel, The (2014)",52
8373,109383,"Oversimplification of Her Beauty, An (2012)",1
8374,109416,Bring It On: Fight to the Finish (2009),1
8375,109483,That Awkward Moment (2014),4
8376,109487,Interstellar (2014),73
8377,109569,3 Days to Kill (2014),2
8378,109576,Welcome to the Jungle (2013),2
8379,109578,Non-Stop (2014),4
8380,109596,Wrinkles (Arrugas) (2011),1
8381,109633,"Garden of Words, The (Koto no ha no niwa) (2013)",1
8382,109673,300: Rise of an Empire (2014),4
8383,109687,Particle Fever (2013),1
8384,109723,"Bag Man, The (2014)",1
8385,109846,Mr. Peabody & Sherman (2014),4
8386,109848,Under the Skin (2013),2
8387,109850,Need for Speed (2014),2
8388,109853,Barefoot (2014),2
8389,109864,Veronica Mars (2014),2
8390,109895,Bad Words (2013),3
8391,109897,Son of God (2014),1
8392,109941,Puss in Boots: The Three Diablos (2012),1
8393,109968,Why Don't You Play In Hell? (Jigoku de naze warui) (2013),2
8394,109971,Ocho apellidos vascos (2014),1
8395,110102,Captain America: The Winter Soldier (2014),31
8396,110127,Noah (2014),5
8397,110130,"Nut Job, The (2014)",3
8398,110281,King of Comedy (Hei kek ji wong) (1999),1
8399,110286,13 Sins (2014),1
8400,110297,Muppets Most Wanted (2014),3
8401,110330,Me and you (io e te) (2012),1
8402,110350,Free to Play (2014),1
8403,110387,"Unknown Known, The (2013)",1
8404,110501,The Raid 2: Berandal (2014),7
8405,110541,"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",1
8406,110553,The Amazing Spider-Man 2 (2014),11
8407,110586,Calvary (2014),1
8408,110591,Oculus (2013),1
8409,110603,God's Not Dead (2014),1
8410,110611,Cold in July (2014),1
8411,110655,Rio 2 (2014),2
8412,110669,"Honest Liar, An (2014)",2
8413,110718,Fading Gigolo (2013),1
8414,110730,Transcendence (2014),7
8415,110746,Hatchet III (2013),1
8416,110771,"Other Woman, The (2014)",6
8417,110773,"Haunted House 2, A (2014)",1
8418,110781,Mulan II (2004),1
8419,110826,Brick Mansions (2014),1
8420,110882,Locke (2013),3
8421,111113,Neighbors (2014),12
8422,111146,Alpha and Omega 3: The Great Wolf Games (2014),1
8423,111320,Mom's Night Out (2014),1
8424,111360,Lucy (2014),14
8425,111362,X-Men: Days of Future Past (2014),30
8426,111364,Godzilla (2014),13
8427,111375,Walk of Shame (2014),1
8428,111384,Blue Ruin (2013),1
8429,111443,Chef (2014),2
8430,111551,Afflicted (2013),1
8431,111617,Blended (2014),8
8432,111622,Begin Again (2013),3
8433,111659,Maleficent (2014),16
8434,111663,Zombeavers (2014),2
8435,111680,At Middleton (2013),1
8436,111732,"Dance of Reality, The (Danza de la realidad, La) (2013)",1
8437,111743,A Million Ways to Die in the West (2014),12
8438,111759,Edge of Tomorrow (2014),44
8439,111781,Mission: Impossible - Rogue Nation (2015),17
8440,111785,Midnight Chronicles (2009),1
8441,111795,Million Dollar Arm (2014),1
8442,111800,G.B.F. (2013),1
8443,111817,Jimi: All Is by My Side (2013),1
8444,111844,Bad Asses (Bad Ass 2) (2014),1
8445,111913,Lilting (2014),1
8446,111921,The Fault in Our Stars (2014),9
8447,112006,Tangled Ever After (2012),3
8448,112070,Maps to the Stars (2014),1
8449,112138,22 Jump Street (2014),19
8450,112171,"Equalizer, The (2014)",9
8451,112175,How to Train Your Dragon 2 (2014),15
8452,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),26
8453,112290,Boyhood (2014),17
8454,112303,Think Like a Man Too (2014),1
8455,112316,Jersey Boys (2014),1
8456,112326,Nick Fury: Agent of S.H.I.E.L.D. (1998),1
8457,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",1
8458,112370,Transformers: Age of Extinction (2014),4
8459,112421,Frank (2014),3
8460,112450,They Came Together (2014),1
8461,112454,Honey (Miele) (2013),1
8462,112460,Planes: Fire & Rescue (2014),2
8463,112497,Tammy (2014),2
8464,112512,Colourful (Karafuru) (2010),1
8465,112515,"Babadook, The (2014)",3
8466,112552,Whiplash (2014),38
8467,112556,Gone Girl (2014),37
8468,112580,"Angriest Man in Brooklyn, The (2014)",1
8469,112623,Dawn of the Planet of the Apes (2014),15
8470,112727,Deliver Us from Evil (2014),1
8471,112749,And So It Goes (2014),1
8472,112788,Sex Tape (2014),5
8473,112804,I Origins (2014),3
8474,112818,"Purge: Anarchy, The (2014)",5
8475,112852,Guardians of the Galaxy (2014),59
8476,112868,"Signal, The (2014)",1
8477,112897,The Expendables 3 (2014),3
8478,112911,Hercules (2014),4
8479,112940,A Most Wanted Man (2014),1
8480,113159,Life After Beth (2014),1
8481,113186,Felony (2013),1
8482,113207,Get on Up (2014),1
8483,113225,Magic in the Moonlight (2014),1
8484,113252,Housebound (2014),2
8485,113275,The Hundred-Foot Journey (2014),1
8486,113278,Batman: Assault on Arkham (2014),1
8487,113280,White Frog (2012),1
8488,113313,"Den, The (2013)",1
8489,113345,Jupiter Ascending (2015),2
8490,113348,Teenage Mutant Ninja Turtles (2014),4
8491,113350,I'll Follow You Down (2013),1
8492,113374,"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",1
8493,113378,"Giver, The (2014)",5
8494,113394,"Pretty One, The (2013)",1
8495,113416,Revenge of the Green Dragons (2014),1
8496,113453,Let's Be Cops (2014),5
8497,113532,"Inbetweeners 2, The (2014)",2
8498,113565,"Sacrament, The (2013)",1
8499,113573,Sin City: A Dame to Kill For (2014),4
8500,113604,If I Stay (2014),1
8501,113705,"Two Days, One Night (Deux jours, une nuit) (2014)",1
8502,113741,Coherence (2013),2
8503,113780,"As Above, So Below (2014)",1
8504,113829,"One I Love, The (2014)",1
8505,113849,Headshot (2011),1
8506,113862,"Guest, The (2014)",1
8507,114028,Pride (2014),2
8508,114044,Honeymoon (2014),1
8509,114060,The Drop (2014),3
8510,114066,"20,000 Days on Earth (2014)",1
8511,114074,The Skeleton Twins (2014),3
8512,114126,Beautiful Losers (2008),1
8513,114180,"Maze Runner, The (2014)",16
8514,114184,Camp X-Ray (2014),1
8515,114246,"Walk Among the Tombstones, A (2014)",1
8516,114265,Laggies (2014),1
8517,114396,Cesar Chavez (2014),1
8518,114494,Who Am I (Kein System Ist Sicher) (2014),1
8519,114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",1
8520,114601,This Is Where I Leave You (2014),2
8521,114627,Angel's Egg (Tenshi no tamago) (1985),2
8522,114662,American Sniper (2014),15
8523,114670,Tusk (2014),1
8524,114678,Hector and the Search for Happiness (2014),2
8525,114707,Horns (2014),1
8526,114713,Annabelle (2014),2
8527,114762,Two Night Stand (2014),3
8528,114795,Dracula Untold (2014),4
8529,114818,Stretch (2014),3
8530,114847,Autómata (Automata) (2014),1
8531,114925,"Captive, The (2014)",1
8532,114935,Predestination (2014),10
8533,115065,Justin and the Knights of Valour (2013),1
8534,115111,Ward 13 (2003),1
8535,115122,What We Do in the Shadows (2014),3
8536,115149,John Wick (2014),29
8537,115151,Plastic (2014),1
8538,115170,"Judge, The (2014)",1
8539,115203,"Culture High, The (2014)",1
8540,115210,Fury (2014),13
8541,115216,"Salvation, The (2014)",1
8542,115231,St. Vincent (2014),2
8543,115502,"Rewrite, The (2014)",1
8544,115569,Nightcrawler (2014),18
8545,115617,Big Hero 6 (2014),41
8546,115664,The Book of Life (2014),2
8547,115667,"Love, Rosie (2014)",1
8548,115680,Time Lapse (2014),3
8549,115713,Ex Machina (2015),28
8550,115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),1
8551,115819,Mr Hublot (2013),1
8552,115828,Copenhagen (2014),1
8553,115877,"Simpsons: The Longest Daycare, The (2012)",3
8554,115969,Generation War (2013),1
8555,116044,Christmas in Connecticut (1992),1
8556,116138,Leviathan (2014),1
8557,116169,Reign of Assassins (2010),1
8558,116207,Zulu (2013),1
8559,116411,Tangerines (2013),1
8560,116413,Life Partners (2014),1
8561,116419,Drive Hard (2014),1
8562,116505,New Kids Nitro (2011),1
8563,116529,Stalingrad (2013),1
8564,116668,Dead Snow 2: Red vs. Dead (2014) ,2
8565,116718,Volga - Volga (1938),1
8566,116724,You Are the Apple of My Eye (2011),1
8567,116738,DeadHeads (2011),1
8568,116797,The Imitation Game (2014),50
8569,116799,Inherent Vice (2014),6
8570,116817,Rudderless (2014),1
8571,116823,The Hunger Games: Mockingjay - Part 1 (2014),23
8572,116849,Sex Ed (2014),1
8573,116887,Exodus: Gods and Kings (2014),2
8574,116897,Wild Tales (2014),10
8575,116941,Jetsons: The Movie (1990),1
8576,116963,Ski School (1991),1
8577,116977,Dumb and Dumber To (2014),3
8578,116985,The Longest Week (2014),1
8579,117107,Miss Meadows (2014),1
8580,117109,Too Many Cooks (2014),2
8581,117133,Painted Skin (2008),1
8582,117176,The Theory of Everything (2014),17
8583,117192,Doctor Who: The Time of the Doctor (2013),3
8584,117364,Virunga (2014),1
8585,117368,The Madagascar Penguins in a Christmas Caper (2005),1
8586,117444,Song of the Sea (2014),1
8587,117466,In the Heart of the Sea (2015),3
8588,117511,Hello Ladies: The Movie (2014),1
8589,117529,Jurassic World (2015),23
8590,117531,Watermark (2014),1
8591,117533,Citizenfour (2014),4
8592,117545,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),2
8593,117572,Hit by Lightning (2014),1
8594,117590,Horrible Bosses 2 (2014),11
8595,117630,Double Trouble (1992),1
8596,117646,Dragonheart 2: A New Beginning (2000),1
8597,117849,La Belle Verte (1996),1
8598,117851,Penguins of Madagascar (2014),5
8599,117867,'71 (2014),1
8600,117877,The Rabbi's Cat (Le chat du rabbin) (2011),1
8601,117881,Still Alice (2014),5
8602,117887,Paddington (2014),4
8603,117895,Maze Runner: Scorch Trials (2015),6
8604,117922,Ice Age: A Mammoth Christmas (2011),1
8605,118082,The Voices (2014),1
8606,118166,Courier (1987),1
8607,118198,The Green Prince (2014),1
8608,118248,Dying of the Light (2014),1
8609,118270,Hellbenders (2012),1
8610,118290,Omega Doom (1996),1
8611,118326,By the Gun (2014),1
8612,118354,Kill the Messenger (2014),1
8613,118512,Bring It On: In It To Win It (2007),1
8614,118530,Fans (1999),1
8615,118572,The Mule (2014),2
8616,118696,The Hobbit: The Battle of the Five Armies (2014),18
8617,118700,Selma (2014),2
8618,118702,Unbroken (2014),3
8619,118706,Black Sea (2015),1
8620,118784,Good Copy Bad Copy (2007),1
8621,118814,Playing It Cool (2014),1
8622,118834,National Lampoon's Bag Boy (2007),1
8623,118862,Closer to the Moon (2013),1
8624,118880,"Girl Walks Home Alone at Night, A (2014)",2
8625,118888,Dave Chappelle: For What it's Worth (2004),2
8626,118894,Scooby-Doo! Abracadabra-Doo (2010),1
8627,118896,Mommy (2014),1
8628,118900,Wild (2014),5
8629,118924,Top Five (2014),2
8630,118930,Bill Burr: I'm Sorry You Feel That Way (2014),1
8631,118985,Big Eyes (2014),2
8632,118997,Into the Woods (2014),5
8633,119068,"Men, Women & Children (2014)",1
8634,119141,The Interview (2014),12
8635,119145,Kingsman: The Secret Service (2015),36
8636,119153,Bill Burr: You People Are All the Same (2012),1
8637,119155,Night at the Museum: Secret of the Tomb (2014),6
8638,119167,Paradox (2010),1
8639,119218,The Punisher: Dirty Laundry (2012),1
8640,119655,Seventh Son (2014),2
8641,119714,Corner Gas: The Movie (2014),1
8642,119828,A Man Called Blade (1977),1
8643,119964,A Merry Friggin' Christmas (2014),1
8644,120130,Into the Forest of Fireflies' Light (2011),1
8645,120138,PK (2014),1
8646,120466,Chappie (2015),10
8647,120478,The Salt of the Earth (2014),3
8648,120625,The Fool (2014),1
8649,120635,Taken 3 (2015),5
8650,120637,Blackhat (2015),2
8651,120761,By the Law (1926),1
8652,120783,Son of a Gun (2014),1
8653,120799,Terminator Genisys (2015),9
8654,120807,John Mulaney: New In Town (2012),1
8655,120813,Patton Oswalt: My Weakness Is Strong (2009),1
8656,120827,The Hound of the Baskervilles (1988),1
8657,120919,Man on High Heels (2014),1
8658,121007,Space Buddies (2009),1
8659,121035,Houdini (2014),1
8660,121097,To Grandmother's House We Go (1992),2
8661,121099,101 Dalmatians II: Patch's London Adventure (2003),1
8662,121129,The Hungover Games (2014),1
8663,121169,The Duke of Burgundy (2014),1
8664,121171,Red Army (2014),1
8665,121231,It Follows (2014),4
8666,121253,The Town that Dreaded Sundown (2014),1
8667,121338,Carry on Cabby (1963),1
8668,121342,Carry on Cruising (1962),1
8669,121372,Bill Burr: Let It Go (2010),1
8670,121374,Bill Burr: Why Do I Do This? (2008),1
8671,121469,Killer Movie (2008),1
8672,121715,Sebastian Maniscalco: What's Wrong with People? (2012),1
8673,121781,Stuart Little 3: Call of the Wild (2005),1
8674,122092,Guy X (2005),1
8675,122246,Tooth Fairy 2 (2012),1
8676,122260,The Diary of Anne Frank (2009),1
8677,122433,The Deadly Bees (1967),1
8678,122490,Wicked Blood (2014),1
8679,122627,Oblivion 2: Backlash (1996),1
8680,122882,Mad Max: Fury Road (2015),47
8681,122884,Insidious: Chapter 3 (2015),2
8682,122886,Star Wars: Episode VII - The Force Awakens (2015),41
8683,122890,Warcraft (2016),6
8684,122892,Avengers: Age of Ultron (2015),27
8685,122898,Justice League (2017),6
8686,122900,Ant-Man (2015),27
8687,122902,Fantastic Four (2015),5
8688,122904,Deadpool (2016),54
8689,122906,Black Panther (2017),11
8690,122912,Avengers: Infinity War - Part I (2018),13
8691,122916,Thor: Ragnarok (2017),20
8692,122918,Guardians of the Galaxy 2 (2017),27
8693,122920,Captain America: Civil War (2016),22
8694,122922,Doctor Strange (2016),22
8695,122924,X-Men: Apocalypse (2016),14
8696,122926,Untitled Spider-Man Reboot (2017),16
8697,122932,Elsa & Fred (2014),1
8698,123200,Jim Jefferies: I Swear to God (2009),1
8699,123310,Tornado! (1996),1
8700,123545,The Blue Lagoon (1949),1
8701,123553,In the Name of the King III (2014),1
8702,123947,Cake (2014),2
8703,124273,Kevin Smith: Too Fat For 40 (2010),1
8704,124404,"Snowflake, the White Gorilla (2011)",1
8705,124484,Kenny & Company (1976),1
8706,124851,Delirium (2014),1
8707,124853,Why Man Creates (1968),1
8708,124859,The Gambler (2014),1
8709,125221,The Beast of Hollow Mountain (1956),1
8710,125914,Mortdecai (2015),1
8711,125916,Fifty Shades of Grey (2015),3
8712,125970,Halloweentown (1998),1
8713,125974,Halloweentown High (2004),2
8714,126088,A Flintstones Christmas Carol (1994),1
8715,126090,Hedgehog in the Fog (1975),1
8716,126142,The Cave of the Golden Rose (1991),1
8717,126420,American Heist (2015),1
8718,126426,Solyaris (1968),1
8719,126430,The Pacific (2010),2
8720,126482,Strange Magic (2015),1
8721,126548,The DUFF (2015),6
8722,126577,"Daddy, I'm A Zombie (2012)",1
8723,126921,The Fox and the Hound 2 (2006),1
8724,127052,Operation 'Y' & Other Shurik's Adventures (1965),3
8725,127096,Project Almanac (2015),4
8726,127098,Louis C.K.: Live at The Comedy Store (2015),4
8727,127108,Brooklyn (2015),4
8728,127114,The End of the Tour (2015),1
8729,127116,Experimenter (2015),1
8730,127130,Mistress America (2015),1
8731,127132,Zipper (2015),1
8732,127134,A Walk in the Woods (2015),1
8733,127136,True Story (2015),2
8734,127146,Kurt Cobain: Montage of Heck (2015),1
8735,127152,Going Clear: Scientology and the Prison of Belief (2015),2
8736,127164,"What Happened, Miss Simone? (2015)",1
8737,127172,A Story of Children and Film (2013),1
8738,127180,"Story of Film: An Odyssey, The (2011)",1
8739,127184,Eden (2014),1
8740,127194,The D Train (2015),1
8741,127198,Dope (2015),6
8742,127202,Me and Earl and the Dying Girl (2015),6
8743,127204,The Overnight (2015),2
8744,127212,The Stanford Prison Experiment (2015),1
